Date	betten_ges	betten_belegt	betten_belegt_proz	faelle_covid_aktuell	faelle_covid_aktuell_proz	faelle_covid_aktuell_beatmet	faelle_covid_aktuell_beatmet_proz
2021-10-06	105	85	81.0	4	3.8	2	50.0
2021-02-16	97	71	73.2	10	10.3	1	10.0
2021-07-11	105	74	70.5	0	0.0	0	0
2020-06-05	91	65	71.4	2	2.2	2	100.0
2020-05-29	91	65	71.4	5	5.5	3	60.0
2021-10-24	104	83	79.8	3	2.9	3	100.0
2021-01-20	93	83	89.2	15	16.1	7	46.7
2021-03-01	88	59	67.0	5	5.7	3	60.0
2020-05-07	98	58	59.2	13	13.3	8	61.5
2020-05-06	100	53	53.0	13	13.0	9	69.2
2021-01-21	93	80	86.0	13	14.0	6	46.2
2020-10-25	108	56	51.9	3	2.8	0	0.0
2021-03-30	97	78	80.4	10	10.3	4	40.0
2021-06-17	106	79	74.5	2	1.9	2	100.0
2021-01-19	93	75	80.6	12	12.9	3	25.0
2020-08-11	80	48	60.0	2	2.5	1	50.0
2020-12-20	98	72	73.5	8	8.2	5	62.5
2020-09-09	108	62	57.4	1	0.9	1	100.0
2020-10-02	108	64	59.3	0	0.0	0	0
2020-06-16	93	58	62.4	2	2.2	1	50.0
2020-06-03	91	65	71.4	6	6.6	6	100.0
2020-06-02	91	69	75.8	4	4.4	4	100.0
2020-07-09	108	83	76.9	1	0.9	0	0.0
2020-09-05	108	55	50.9	0	0.0	0	0
2021-03-16	96	66	68.8	3	3.1	2	66.7
2021-09-25	102	94	92.2	5	4.9	2	40.0
2021-04-21	104	77	74.0	13	12.5	1	7.7
2020-12-13	98	72	73.5	7	7.1	4	57.1
2020-07-13	108	71	65.7	1	0.9	0	0.0
2020-09-04	108	61	56.5	0	0.0	0	0
2021-09-21	104	87	83.7	4	3.8	2	50.0
2020-12-19	98	75	76.5	7	7.1	2	28.6
2021-10-27	104	90	86.5	3	2.9	3	100.0
2020-09-13	108	55	50.9	2	1.9	1	50.0
2021-01-26	91	80	87.9	12	13.2	7	58.3
2020-07-16	107	80	74.8	1	0.9	0	0.0
2021-09-09	102	81	79.4	3	2.9	1	33.3
2020-12-24	94	65	69.1	12	12.8	5	41.7
2020-05-25	91	58	63.7	7	7.7	5	71.4
2020-04-28	106	64	60.4	21	19.8	14	66.7
2021-10-04	105	91	86.7	3	2.9	2	66.7
2021-01-05	99	73	73.7	11	11.1	4	36.4
