Date	betten_ges	betten_belegt	betten_belegt_proz	faelle_covid_aktuell	faelle_covid_aktuell_proz	faelle_covid_aktuell_beatmet	faelle_covid_aktuell_beatmet_proz
2021-10-06	57	49	86.0	3	5.3	0	0.0
2021-02-16	58	48	82.8	10	17.2	4	40.0
2021-07-11	58	44	75.9	1	1.7	0	0.0
2020-06-05	93	54	58.1	13	14.0	1	7.7
2020-05-29	108	56	51.9	11	10.2	1	9.1
2021-10-24	57	53	93.0	4	7.0	1	25.0
2021-01-20	63	52	82.5	13	20.6	2	15.4
2021-03-01	56	44	78.6	6	10.7	0	0.0
2020-05-07	73	57	78.1	10	13.7	9	90.0
2020-05-06	73	58	79.5	10	13.7	10	100.0
2021-01-21	62	56	90.3	15	24.2	2	13.3
2020-10-25	74	64	86.5	10	13.5	0	0.0
2021-03-30	54	49	90.7	8	14.8	0	0.0
2021-06-17	59	47	79.7	4	6.8	0	0.0
2021-01-19	62	51	82.3	15	24.2	3	20.0
2020-08-11	163	66	40.5	0	0.0	0	0
2020-12-20	69	54	78.3	13	18.8	0	0.0
2020-09-09	113	60	53.1	1	0.9	0	0.0
2020-10-02	77	59	76.6	1	1.3	0	0.0
2020-06-16	107	50	46.7	10	9.3	2	20.0
2020-06-03	90	53	58.9	15	16.7	1	6.7
2020-06-02	90	53	58.9	15	16.7	1	6.7
2020-07-09	107	52	48.6	5	4.7	1	20.0
2020-09-05	114	63	55.3	1	0.9	0	0.0
2021-03-16	53	45	84.9	4	7.5	0	0.0
2021-09-25	60	54	90.0	4	6.7	0	0.0
2021-04-21	59	48	81.4	15	25.4	4	26.7
2020-12-13	69	60	87.0	16	23.2	1	6.2
2020-07-13	90	42	46.7	3	3.3	1	33.3
2020-09-04	111	63	56.8	1	0.9	0	0.0
2021-09-21	58	50	86.2	6	10.3	3	50.0
2020-12-19	69	60	87.0	14	20.3	1	7.1
2021-10-27	57	50	87.7	7	12.3	1	14.3
2020-09-13	113	58	51.3	0	0.0	0	0
2021-01-26	61	49	80.3	9	14.8	0	0.0
2020-07-16	85	38	44.7	2	2.4	1	50.0
2021-09-09	57	43	75.4	1	1.8	1	100.0
2020-12-24	69	49	71.0	17	24.6	1	5.9
2020-05-25	98	55	56.1	10	10.2	2	20.0
2020-04-28	75	51	68.0	10	13.3	9	90.0
2021-10-04	56	45	80.4	3	5.4	1	33.3
2021-01-05	62	52	83.9	17	27.4	1	5.9
2020-05-05	73	56	76.7	12	16.4	12	100.0
2021-04-23	59	51	86.4	16	27.1	5	31.2
2020-10-05	77	53	68.8	2	2.6	0	0.0
2020-10-14	74	56	75.7	2	2.7	0	0.0
2021-01-30	58	51	87.9	11	19.0	0	0.0
2020-10-21	74	60	81.1	9	12.2	1	11.1
2021-03-02	56	44	78.6	6	10.7	0	0.0
2020-10-11	74	53	71.6	3	4.1	0	0.0
2020-08-14	147	70	47.6	1	0.7	0	0.0
2020-10-17	74	59	79.7	4	5.4	0	0.0
2021-10-14	57	49	86.0	5	8.8	0	0.0
2020-05-31	105	55	52.4	13	12.4	1	7.7
2021-06-02	57	43	75.4	7	12.3	2	28.6
2021-09-24	60	58	96.7	6	10.0	2	33.3
2021-07-24	57	41	71.9	3	5.3	0	0.0
2021-04-22	59	51	86.4	16	27.1	5	31.2
