Date	betten_ges	betten_belegt	betten_belegt_proz	faelle_covid_aktuell	faelle_covid_aktuell_proz	faelle_covid_aktuell_beatmet	faelle_covid_aktuell_beatmet_proz
2021-10-06	78	72	92.3	3	3.8	1	33.3
2021-02-16	80	68	85.0	5	6.2	1	20.0
2021-07-11	78	71	91.0	0	0.0	0	0
2020-06-05	123	67	54.5	0	0.0	0	0
2020-05-29	119	62	52.1	0	0.0	0	0
2021-10-24	80	68	85.0	6	7.5	3	50.0
2021-01-20	69	57	82.6	4	5.8	1	25.0
2021-03-01	86	69	80.2	4	4.7	1	25.0
2020-05-07	120	68	56.7	3	2.5	1	33.3
2020-05-06	127	78	61.4	3	2.4	1	33.3
2021-01-21	74	58	78.4	5	6.8	3	60.0
2020-10-25	117	69	59.0	4	3.4	1	25.0
2021-03-30	86	71	82.6	6	7.0	6	100.0
2021-06-17	80	73	91.2	4	5.0	3	75.0
2021-01-19	76	63	82.9	5	6.6	3	60.0
2020-08-11	121	73	60.3	1	0.8	1	100.0
2020-12-20	94	71	75.5	9	9.6	7	77.8
2020-09-09	127	78	61.4	2	1.6	2	100.0
2020-10-02	121	87	71.9	0	0.0	0	0
2020-06-16	119	70	58.8	0	0.0	0	0
2020-06-03	119	67	56.3	0	0.0	0	0
2020-06-02	119	60	50.4	0	0.0	0	0
2020-07-09	118	75	63.6	0	0.0	0	0
2020-09-05	127	81	63.8	2	1.6	2	100.0
2021-03-16	86	72	83.7	3	3.5	0	0.0
2021-09-25	77	64	83.1	1	1.3	1	100.0
2021-04-21	86	72	83.7	7	8.1	4	57.1
2020-12-13	91	76	83.5	10	11.0	7	70.0
2020-07-13	112	65	58.0	0	0.0	0	0
2020-09-04	127	87	68.5	1	0.8	1	100.0
2021-09-21	79	60	75.9	3	3.8	2	66.7
2020-12-19	94	78	83.0	10	10.6	8	80.0
2021-10-27	80	72	90.0	7	8.8	4	57.1
2020-09-13	127	88	69.3	1	0.8	1	100.0
2021-01-26	69	53	76.8	3	4.3	2	66.7
2020-07-16	118	86	72.9	0	0.0	0	0
2021-09-09	78	66	84.6	5	6.4	5	100.0
2020-12-24	88	75	85.2	10	11.4	6	60.0
2020-05-25	121	77	63.6	0	0.0	0	0
2020-04-28	127	63	49.6	3	2.4	1	33.3
2021-10-04	79	65	82.3	2	2.5	0	0.0
2021-01-05	89	65	73.0	8	9.0	4	50.0
2020-05-05	127	65	51.2	3	2.4	1	33.3
2021-04-23	86	68	79.1	7	8.1	3	42.9
2020-10-05	127	72	56.7	1	0.8	0	0.0
2020-10-14	117	80	68.4	2	1.7	0	0.0
2021-01-30	72	66	91.7	4	5.6	1	25.0
2020-10-21	117	76	65.0	2	1.7	0	0.0
2021-03-02	86	74	86.0	3	3.5	1	33.3
2020-10-11	111	71	64.0	1	0.9	0	0.0
2020-08-14	127	79	62.2	1	0.8	1	100.0
2020-10-17	117	76	65.0	1	0.9	0	0.0
2021-10-14	79	67	84.8	4	5.1	1	25.0
2020-05-31	119	68	57.1	0	0.0	0	0
2021-06-02	84	62	73.8	4	4.8	3	75.0
2021-09-24	79	68	86.1	1	1.3	1	100.0
2021-07-24	75	69	92.0	1	1.3	0	0.0
2021-04-22	84	70	83.3	6	7.1	3	50.0
2021-08-28	79	62	78.5	2	2.5	2	100.0
2021-03-22	86	73	84.9	7	8.1	3	42.9
2020-09-16	127	85	66.9	1	0.8	1	100.0
2021-02-04	80	62	77.5	4	5.0	3	75.0
2020-08-17	127	79	62.2	1	0.8	1	100.0
2020-08-12	127	81	63.8	1	0.8	1	100.0
2021-07-30	80	69	86.2	0	0.0	0	0
2021-04-16	86	67	77.9	8	9.3	4	50.0
2020-06-11	119	70	58.8	0	0.0	0	0
2020-07-26	145	88	60.7	0	0.0	0	0
2020-05-30	119	76	63.9	0	0.0	0	0
2020-09-28	127	70	55.1	1	0.8	0	0.0
2021-09-08	78	68	87.2	5	6.4	5	100.0
2021-11-05	123	71	57.7	4	3.3	4	100.0
2021-11-05	119	66	55.5	4	3.4	3	75.0
2021-11-05	118	49	41.5	4	3.4	2	50.0
2021-11-05	123	63	51.2	3	2.4	1	33.3
2021-11-05	123	70	56.9	2	1.6	2	100.0
2021-11-05	123	67	54.5	1	0.8	1	100.0
2021-11-05	123	68	55.3	1	0.8	1	100.0
2021-11-05	123	79	64.2	1	0.8	1	100.0
2021-11-05	123	75	61.0	1	0.8	1	100.0
2021-11-05	123	70	56.9	1	0.8	1	100.0
2021-11-05	123	63	51.2	1	0.8	0	0.0
2021-11-05	123	69	56.1	3	2.4	1	33.3
2021-11-05	115	78	67.8	3	2.6	1	33.3
2021-11-05	116	68	58.6	3	2.6	1	33.3
2021-11-05	115	74	64.3	2	1.7	1	50.0
2021-11-05	115	74	64.3	2	1.7	1	50.0
2021-11-05	115	68	59.1	2	1.7	1	50.0
2021-11-05	115	66	57.4	2	1.7	1	50.0
2021-11-05	110	66	60.0	2	1.8	1	50.0
2021-11-05	115	78	67.8	2	1.7	0	0.0
2021-11-05	115	76	66.1	2	1.7	0	0.0
2021-11-05	115	73	63.5	1	0.9	0	0.0
2021-11-05	116	80	69.0	2	1.7	0	0.0
2021-11-05	116	77	66.4	1	0.9	0	0.0
2021-11-05	126	84	66.7	1	0.8	0	0.0
2021-11-05	115	66	57.4	0	0.0	0	0
2021-11-05	115	80	69.6	0	0.0	0	0
2021-11-05	114	78	68.4	0	0.0	0	0
2021-11-05	115	72	62.6	0	0.0	0	0
2021-11-05	115	70	60.9	0	0.0	0	0
2021-11-05	117	73	62.4	0	0.0	0	0
2021-11-05	117	77	65.8	0	0.0	0	0
2021-11-05	115	75	65.2	0	0.0	0	0
2021-11-05	115	69	60.0	0	0.0	0	0
2021-11-05	112	72	64.3	0	0.0	0	0
2021-11-05	115	62	53.9	0	0.0	0	0
2021-11-05	115	75	65.2	0	0.0	0	0
2021-11-05	115	67	58.3	0	0.0	0	0
2021-11-05	115	69	60.0	0	0.0	0	0
2021-11-05	115	59	51.3	0	0.0	0	0
2021-11-05	115	66	57.4	0	0.0	0	0
2021-11-05	114	64	56.1	0	0.0	0	0
2021-11-05	119	65	54.6	0	0.0	0	0
2021-11-05	115	61	53.0	0	0.0	0	0
2021-11-05	113	58	51.3	0	0.0	0	0
2021-11-05	115	55	47.8	0	0.0	0	0
2021-11-05	115	63	54.8	0	0.0	0	0
2021-11-05	115	64	55.7	0	0.0	0	0
2021-11-05	115	71	61.7	0	0.0	0	0
