Date	betten_ges	betten_belegt	betten_belegt_proz	faelle_covid_aktuell	faelle_covid_aktuell_proz	faelle_covid_aktuell_beatmet	faelle_covid_aktuell_beatmet_proz
2021-10-06	106	90	84.9	1	0.9	0	0.0
2021-02-16	100	85	85.0	14	14.0	3	21.4
2021-07-11	102	81	79.4	3	2.9	1	33.3
2020-06-05	114	65	57.0	2	1.8	2	100.0
2020-05-29	114	63	55.3	2	1.8	2	100.0
2021-10-24	107	91	85.0	6	5.6	4	66.7
2021-01-20	87	67	77.0	18	20.7	8	44.4
2021-03-01	100	95	95.0	14	14.0	3	21.4
2020-05-07	114	82	71.9	8	7.0	4	50.0
2020-05-06	128	73	57.0	6	4.7	4	66.7
2021-01-21	86	73	84.9	13	15.1	8	61.5
2020-10-25	103	92	89.3	13	12.6	1	7.7
2021-03-30	100	85	85.0	21	21.0	6	28.6
2021-06-17	104	87	83.7	5	4.8	3	60.0
2021-01-19	87	68	78.2	17	19.5	8	47.1
2020-08-11	104	79	76.0	0	0.0	0	0
2020-12-20	83	68	81.9	17	20.5	4	23.5
2020-09-09	104	85	81.7	0	0.0	0	0
2020-10-02	103	86	83.5	1	1.0	0	0.0
2020-06-16	114	64	56.1	2	1.8	1	50.0
2020-06-03	114	69	60.5	2	1.8	2	100.0
2020-06-02	114	59	51.8	2	1.8	2	100.0
2020-07-09	127	74	58.3	0	0.0	0	0
2020-09-05	105	82	78.1	0	0.0	0	0
2021-03-16	100	91	91.0	21	21.0	6	28.6
2021-09-25	106	75	70.8	4	3.8	2	50.0
2021-04-21	96	81	84.4	20	20.8	10	50.0
2020-12-13	107	90	84.1	13	12.1	4	30.8
2020-07-13	127	71	55.9	0	0.0	0	0
2020-09-04	103	77	74.8	0	0.0	0	0
2021-09-21	106	89	84.0	7	6.6	5	71.4
2020-12-19	81	72	88.9	14	17.3	3	21.4
2021-10-27	107	94	87.9	6	5.6	4	66.7
2020-09-13	104	81	77.9	0	0.0	0	0
2021-01-26	98	88	89.8	21	21.4	8	38.1
2020-07-16	126	78	61.9	0	0.0	0	0
2021-09-09	105	90	85.7	8	7.6	5	62.5
2020-12-24	94	73	77.7	18	19.1	8	44.4
2020-05-25	114	62	54.4	3	2.6	3	100.0
2020-04-28	114	72	63.2	7	6.1	5	71.4
2021-10-04	107	87	81.3	2	1.9	0	0.0
2021-01-05	98	67	68.4	24	24.5	12	50.0
2020-05-05	114	69	60.5	6	5.3	4	66.7
2021-04-23	96	88	91.7	16	16.7	7	43.8
2020-10-05	103	86	83.5	1	1.0	1	100.0
2020-10-14	103	80	77.7	1	1.0	1	100.0
2021-01-30	100	88	88.0	20	20.0	5	25.0
2020-10-21	103	86	83.5	6	5.8	0	0.0
2021-03-02	100	89	89.0	11	11.0	3	27.3
2020-10-11	103	83	80.6	0	0.0	0	0
2020-08-14	105	76	72.4	0	0.0	0	0
2020-10-17	103	83	80.6	1	1.0	0	0.0
2021-10-14	108	96	88.9	4	3.7	2	50.0
2020-05-31	114	60	52.6	2	1.8	2	100.0
2021-06-02	98	84	85.7	16	16.3	4	25.0
2021-09-24	106	86	81.1	6	5.7	3	50.0
2021-07-24	105	93	88.6	0	0.0	0	0
2021-04-22	96	79	82.3	19	19.8	9	47.4
2021-08-28	106	84	79.2	5	4.7	2	40.0
2021-03-22	100	87	87.0	22	22.0	5	22.7
2020-09-16	103	78	75.7	0	0.0	0	0
2021-02-04	99	86	86.9	14	14.1	5	35.7
2020-08-17	91	62	68.1	0	0.0	0	0
2020-08-12	104	74	71.2	0	0.0	0	0
2021-07-30	105	97	92.4	0	0.0	0	0
2021-04-16	100	96	96.0	19	19.0	8	42.1
2020-06-11	114	70	61.4	1	0.9	1	100.0
2020-07-26	127	73	57.5	0	0.0	0	0
2020-05-30	114	68	59.6	2	1.8	2	100.0
2020-09-28	103	88	85.4	1	1.0	0	0.0
2021-09-08	105	89	84.8	8	7.6	5	62.5
2021-11-05	114	71	62.3	9	7.9	7	77.8
2021-11-05	114	70	61.4	8	7.0	7	87.5
2021-11-05	114	69	60.5	9	7.9	7	77.8
2021-11-05	114	72	63.2	9	7.9	7	77.8
2021-11-05	114	73	64.0	7	6.1	5	71.4
2021-11-05	114	70	61.4	7	6.1	5	71.4
2021-11-05	114	68	59.6	5	4.4	5	100.0
2021-11-05	114	69	60.5	4	3.5	4	100.0
2021-11-05	114	63	55.3	5	4.4	4	80.0
2021-11-05	114	72	63.2	5	4.4	4	80.0
2021-11-05	114	69	60.5	6	5.3	4	66.7
2021-11-05	114	72	63.2	6	5.3	4	66.7
2021-11-05	128	75	58.6	7	5.5	4	57.1
2021-11-05	114	85	74.6	6	5.3	3	50.0
2021-11-05	114	82	71.9	6	5.3	3	50.0
2021-11-05	114	80	70.2	5	4.4	3	60.0
2021-11-05	114	79	69.3	5	4.4	3	60.0
2021-11-05	104	71	68.3	4	3.8	2	50.0
2021-11-05	104	68	65.4	4	3.8	2	50.0
2021-11-05	114	70	61.4	3	2.6	2	66.7
2021-11-05	114	88	77.2	2	1.8	2	100.0
2021-11-05	114	71	62.3	2	1.8	2	100.0
2021-11-05	114	66	57.9	2	1.8	2	100.0
2021-11-05	114	58	50.9	2	1.8	2	100.0
2021-11-05	114	68	59.6	2	1.8	2	100.0
2021-11-05	114	69	60.5	3	2.6	2	66.7
2021-11-05	114	64	56.1	3	2.6	3	100.0
2021-11-05	114	68	59.6	3	2.6	3	100.0
2021-11-05	114	62	54.4	3	2.6	3	100.0
2021-11-05	114	56	49.1	3	2.6	3	100.0
2021-11-05	114	59	51.8	3	2.6	3	100.0
2021-11-05	114	62	54.4	3	2.6	3	100.0
2021-11-05	114	62	54.4	3	2.6	3	100.0
2021-11-05	114	59	51.8	3	2.6	3	100.0
2021-11-05	114	69	60.5	3	2.6	3	100.0
2021-11-05	114	67	58.8	2	1.8	2	100.0
2021-11-05	114	68	59.6	2	1.8	2	100.0
2021-11-05	114	60	52.6	2	1.8	2	100.0
2021-11-05	114	57	50.0	2	1.8	2	100.0
2021-11-05	114	59	51.8	2	1.8	2	100.0
2021-11-05	114	69	60.5	2	1.8	2	100.0
2021-11-05	114	75	65.8	2	1.8	2	100.0
2021-11-05	114	65	57.0	2	1.8	2	100.0
2021-11-05	114	58	50.9	2	1.8	2	100.0
2021-11-05	114	67	58.8	2	1.8	2	100.0
2021-11-05	114	63	55.3	2	1.8	2	100.0
2021-11-05	114	66	57.9	3	2.6	2	66.7
2021-11-05	114	70	61.4	2	1.8	1	50.0
2021-11-05	114	70	61.4	1	0.9	1	100.0
2021-11-05	114	67	58.8	1	0.9	1	100.0
2021-11-05	114	64	56.1	2	1.8	1	50.0
2021-11-05	114	64	56.1	2	1.8	1	50.0
