Date	betten_ges	betten_belegt	betten_belegt_proz	faelle_covid_aktuell	faelle_covid_aktuell_proz	faelle_covid_aktuell_beatmet	faelle_covid_aktuell_beatmet_proz
2021-10-06	23	20	87.0	1	4.3	0	0.0
2021-02-16	37	36	97.3	13	35.1	6	46.2
2021-07-11	26	22	84.6	0	0.0	0	0
2020-06-05	57	25	43.9	0	0.0	0	0
2020-05-29	57	28	49.1	1	1.8	1	100.0
2021-10-24	33	21	63.6	1	3.0	0	0.0
2021-01-20	38	37	97.4	17	44.7	5	29.4
2021-03-01	36	34	94.4	14	38.9	9	64.3
2020-05-07	59	26	44.1	0	0.0	0	0
2020-05-06	59	23	39.0	0	0.0	0	0
2021-01-21	39	37	94.9	15	38.5	6	40.0
2020-10-25	45	19	42.2	1	2.2	1	100.0
2021-03-30	33	28	84.8	6	18.2	2	33.3
2021-06-17	31	27	87.1	1	3.2	1	100.0
2021-01-19	37	37	100.0	15	40.5	4	26.7
2020-08-11	64	29	45.3	0	0.0	0	0
2020-12-20	39	35	89.7	8	20.5	0	0.0
2020-09-09	64	33	51.6	0	0.0	0	0
2020-10-02	53	31	58.5	0	0.0	0	0
2020-06-16	59	27	45.8	0	0.0	0	0
2020-06-03	57	30	52.6	0	0.0	0	0
2020-06-02	57	23	40.4	0	0.0	0	0
2020-07-09	59	36	61.0	0	0.0	0	0
2020-09-05	64	34	53.1	0	0.0	0	0
2021-03-16	34	29	85.3	8	23.5	2	25.0
2021-09-25	30	25	83.3	0	0.0	0	0
2021-04-21	33	32	97.0	13	39.4	8	61.5
2020-12-13	40	34	85.0	4	10.0	1	25.0
2020-07-13	59	29	49.2	0	0.0	0	0
2020-09-04	64	30	46.9	0	0.0	0	0
2021-09-21	30	25	83.3	0	0.0	0	0
2020-12-19	39	33	84.6	7	17.9	0	0.0
2021-10-27	33	27	81.8	3	9.1	1	33.3
2020-09-13	64	27	42.2	0	0.0	0	0
2021-01-26	36	34	94.4	15	41.7	5	33.3
2020-07-16	59	35	59.3	0	0.0	0	0
2021-09-09	30	19	63.3	0	0.0	0	0
2020-12-24	39	34	87.2	10	25.6	4	40.0
2020-05-25	57	26	45.6	0	0.0	0	0
2020-04-28	59	26	44.1	1	1.7	1	100.0
2021-10-04	23	17	73.9	0	0.0	0	0
2021-01-05	33	31	93.9	14	42.4	9	64.3
2020-05-05	59	26	44.1	0	0.0	0	0
2021-04-23	34	31	91.2	9	26.5	6	66.7
2020-10-05	53	30	56.6	1	1.9	0	0.0
2020-10-14	53	35	66.0	1	1.9	1	100.0
2021-01-30	37	36	97.3	13	35.1	9	69.2
2020-10-21	48	30	62.5	1	2.1	1	100.0
2021-03-02	36	31	86.1	12	33.3	8	66.7
2020-10-11	53	28	52.8	1	1.9	1	100.0
2020-08-14	64	32	50.0	0	0.0	0	0
2020-10-17	53	35	66.0	1	1.9	1	100.0
2021-10-14	22	19	86.4	2	9.1	1	50.0
2020-05-31	57	21	36.8	0	0.0	0	0
2021-06-02	33	31	93.9	2	6.1	0	0.0
2021-09-24	30	30	100.0	0	0.0	0	0
2021-07-24	25	21	84.0	1	4.0	0	0.0
2021-04-22	33	30	90.9	11	33.3	7	63.6
2021-08-28	27	21	77.8	0	0.0	0	0
2021-03-22	33	24	72.7	6	18.2	2	33.3
2020-09-16	64	29	45.3	0	0.0	0	0
2021-02-04	36	36	100.0	15	41.7	8	53.3
2020-08-17	64	31	48.4	0	0.0	0	0
2020-08-12	64	27	42.2	0	0.0	0	0
2021-07-30	25	19	76.0	0	0.0	0	0
2021-04-16	33	33	100.0	13	39.4	6	46.2
2020-06-11	57	27	47.4	0	0.0	0	0
2020-07-26	59	23	39.0	0	0.0	0	0
2020-05-30	57	24	42.1	0	0.0	0	0
2020-09-28	66	25	37.9	0	0.0	0	0
2021-09-08	30	18	60.0	0	0.0	0	0
