Date	betten_ges	betten_belegt	betten_belegt_proz	faelle_covid_aktuell	faelle_covid_aktuell_proz	faelle_covid_aktuell_beatmet	faelle_covid_aktuell_beatmet_proz
2021-10-06	102	78	76.5	1	1.0	1	100.0
2021-02-16	77	67	87.0	8	10.4	4	50.0
2021-07-11	103	77	74.8	0	0.0	0	0
2020-06-05	121	82	67.8	0	0.0	0	0
2020-05-29	121	83	68.6	1	0.8	0	0.0
2021-10-24	102	85	83.3	3	2.9	1	33.3
2021-01-20	107	89	83.2	16	15.0	5	31.2
2021-03-01	107	89	83.2	13	12.1	6	46.2
2020-05-07	118	84	71.2	7	5.9	7	100.0
2020-05-06	111	74	66.7	9	8.1	8	88.9
2021-01-21	107	88	82.2	14	13.1	7	50.0
2020-10-25	116	79	68.1	5	4.3	4	80.0
2021-03-30	106	91	85.8	9	8.5	3	33.3
2021-06-17	103	91	88.3	7	6.8	3	42.9
2021-01-19	106	87	82.1	19	17.9	6	31.6
2020-08-11	119	87	73.1	2	1.7	1	50.0
2020-12-20	105	83	79.0	13	12.4	6	46.2
2020-09-09	116	78	67.2	1	0.9	1	100.0
2020-10-02	116	92	79.3	4	3.4	0	0.0
2020-06-16	120	72	60.0	0	0.0	0	0
2020-06-03	120	83	69.2	1	0.8	0	0.0
2020-06-02	120	76	63.3	1	0.8	0	0.0
2020-07-09	123	88	71.5	0	0.0	0	0
2020-09-05	116	81	69.8	2	1.7	1	50.0
2021-03-16	108	90	83.3	16	14.8	5	31.2
2021-09-25	101	78	77.2	6	5.9	1	16.7
2021-04-21	108	94	87.0	18	16.7	8	44.4
2020-12-13	105	90	85.7	15	14.3	8	53.3
2020-07-13	121	88	72.7	0	0.0	0	0
2020-09-04	116	78	67.2	2	1.7	1	50.0
2021-09-21	101	81	80.2	5	5.0	1	20.0
2020-12-19	105	93	88.6	18	17.1	6	33.3
2021-10-27	102	90	88.2	3	2.9	1	33.3
2020-09-13	116	82	70.7	1	0.9	1	100.0
2021-01-26	107	93	86.9	12	11.2	4	33.3
2020-07-16	127	92	72.4	0	0.0	0	0
2021-09-09	101	86	85.1	8	7.9	4	50.0
2020-12-24	105	81	77.1	14	13.3	5	35.7
2020-05-25	120	79	65.8	3	2.5	2	66.7
2020-04-28	122	79	64.8	12	9.8	10	83.3
2021-10-04	102	77	75.5	1	1.0	1	100.0
2021-01-05	102	88	86.3	21	20.6	9	42.9
2020-05-05	127	72	56.7	10	7.9	9	90.0
2021-04-23	111	95	85.6	22	19.8	8	36.4
2020-10-05	116	87	75.0	7	6.0	0	0.0
2020-10-14	116	83	71.6	5	4.3	4	80.0
2021-01-30	107	90	84.1	10	9.3	5	50.0
2020-10-21	116	88	75.9	6	5.2	4	66.7
2021-03-02	107	90	84.1	12	11.2	6	50.0
